id,name,island,status,distM,stable,googleResult,googleType,placeId,query
2330,Παραλία Παράδεισος,Kos,WRONG_PLACE,9986,false,Παραλία Παράδεισος,beach,ChIJ99HBs3EblhQRBsyZo7oAipw,"Παραλία Παράδεισος, Kos"
2332,Πολέμι / Magic Beach,Kos,WRONG_PLACE,1529,false,Παραλία Πολέμι,beach,ChIJ81Cj3nz4vRQR0OUVXCThxDQ,"Πολέμι / Magic Beach, Kos"
2333,Παραλία Δαίδαλος,Kos,WRONG_PLACE,8309,false,Paradise Beach Kos,restaurant,ChIJsVFHOaAClhQRCDn3uaEjef4,"Παραλία Δαίδαλος, Kos"
2334,Ταμ Ταμ,Kos,WRONG_TYPE,190,false,tam tam,restaurant,ChIJy4g6bV_8vRQRUNAF_eJzcpY,"Ταμ Ταμ, Kos"
2336,Tropical,Kos,WRONG_TYPE,104,false,Tropical Beach,bar,ChIJIWiOMwb_vRQROXO-vdM3hUM,"Tropical, Kos"
2342,Παραλία Άγιος Φωκάς,Kos,WRONG_TYPE,246,false,Παραλία Άγιος Φωκάς,,ChIJx33EZBMPvhQRdhLTcjjIX30,"Παραλία Άγιος Φωκάς, Kos"
2344,Παραλία Αχινός,Kos,WRONG_TYPE,369,false,Achinos Beach,bar,ChIJIfk9yJ8PvhQRba7cApJGwyA,"Παραλία Αχινός, Kos"
2345,Cavo Paradiso,Kos,WRONG_TYPE,39,false,Kavo Paradiso Beach,restaurant,ChIJI8OMZWIblhQR111F7zd5HuU,"Cavo Paradiso, Kos"
2349,Παραλία Καρνάγιο,Kos,WRONG_TYPE,603,false,Karnagio Taverna,restaurant,ChIJP1Y2WPQIvhQRq3FsBkEdAJk,"Παραλία Καρνάγιο, Kos"
2350,Παραλία Λάμπη,Kos,WRONG_PLACE,2624,false,Lambi Beach,beach,ChIJ03iKosQOvhQRbrfmuYMTArA,"Παραλία Λάμπη, Kos"
2351,Παραλία Πασχάλη,Kos,WRONG_PLACE,9249,false,Paradise Beach Kos,restaurant,ChIJsVFHOaAClhQRCDn3uaEjef4,"Παραλία Πασχάλη, Kos"
2354,Προτοκάραβος,Kos,WRONG_TYPE,98,false,Lovly Bar,bar_and_grill,ChIJb7-iqWH5vRQRLCm3YtBIewQ,"Προτοκάραβος, Kos"
2355,Φάρος,Kos,WRONG_PLACE,21271,false,Φάρος,greek_restaurant,ChIJs6kB7UX-vRQRa45v6fjkhXE,"Φάρος, Kos"
2358,Δύο Λισκάρια,Leros,WRONG_TYPE,7,false,Δυό Λισκάρια,tourist_attraction,ChIJ8eh45RnBvRQRY-Ejw66tWUc,"Δύο Λισκάρια, Leros"
2361,Παραλία Λακκίου,Leros,NO_RESULT,,false,,,,"Παραλία Λακκίου, Leros"
2370,Άγιος Νικόλαος,Lipsi,WRONG_TYPE,35,false,Άγιος Νικόλαος,church,ChIJA23IKQS4vRQR6q9n1JTp3gw,"Άγιος Νικόλαος, Lipsi"
2374,Κισσίρια,Lipsi,WRONG_TYPE,84,false,Il Cedro di Lipsi,lodging,ChIJI9xRIAC5vRQRT2aRrFSuqTU,"Κισσίρια, Lipsi"
2378,Λύρα,Lipsi,WRONG_TYPE,346,false,ΛΙΡΑ,island,ChIJ5bsYVEC4vRQRO82hex1FsAQ,"Λύρα, Lipsi"
2379,Μερσίνη,Lipsi,WRONG_TYPE,216,false,Casa Mimosa,lodging,ChIJ5zPLVvy5vRQRppoakkCCdRk,"Μερσίνη, Lipsi"
2383,Πνιγμένος,Lipsi,WRONG_PLACE,34935,false,Παραλία Πνιγμένος,scenic_spot,ChIJWQ0z4vXvvRQRO6HZ2wnvTN0,"Παραλία Πνιγμένος, Lipsi"
2384,Στίφη,Lipsi,WRONG_PLACE,2895,false,Λειψοί,island,ChIJ5dawHiu4vRQR5mDPDZTRlO0,"Στίφη, Lipsi"
2390,Άσπρη,Patmos,WRONG_TYPE,80,false,Yoga Thai Massage Patmos AthinaTzika,massage,ChIJn5x_SwClvRQRtL4vs3rMcPE,"Άσπρη, Patmos"
2391,Χοχλακάς,Patmos,WRONG_PLACE,1524,false,Παραλία Χοχλάκα,beach,ChIJ6VRIYTekvRQRVAqPgYyatfA,"Χοχλακάς, Patmos"
2392,Άγιος Θεολόγος,Patmos,WRONG_PLACE,1832,false,Άγιος Ιωάννης ο Θεολόγος,church,ChIJJ9g6BQClvRQRbw-jjB7nZuw,"Άγιος Θεολόγος, Patmos"
2396,Παραλία Βάγια,Patmos,NO_RESULT,,false,,,,"Παραλία Βάγια, Patmos"
3015,Πάτμος Κάμπος,Patmos,WRONG_PLACE,3625,false,Κάμπος,,ChIJu_tzyYGvvRQR1U9CnkMDRxQ,"Πάτμος Κάμπος, Patmos"
2409,Αγία Τριάδα,Rhodes,WRONG_PLACE,29637,false,Ιερός Ναός Αγίας Τριάδος,church,ChIJFfG54cFhlRQRwyOSFZG9LTw,"Αγία Τριάδα, Rhodes"
2411,Κεραμενή,Rhodes,WRONG_PLACE,28542,false,Παραλία Κάμειρος,,ChIJd5il-X6dlRQRpY7bxtW_RW8,"Κεραμενή, Rhodes"
2412,Κόκκινα,Rhodes,WRONG_PLACE,7069,false,Kόκκινη Πόρτα,historical_landmark,ChIJc1067ephlRQRWaLTlQ6Krjw,"Κόκκινα, Rhodes"
2413,Λιμανάκι,Rhodes,WRONG_TYPE,175,false,Limanaki Seafood Restaurant,restaurant,ChIJmZzUSYxulRQRj1H0gsiDkiM,"Λιμανάκι, Rhodes"
2422,Παραλία Ιξιάς,Rhodes,WRONG_PLACE,1646,false,Παραλία Ιξιά,beach,ChIJe17FH8ljlRQR9pm42PqIMkM,"Παραλία Ιξιάς, Rhodes"
2424,Παραλία Καλαβάρδα,Rhodes,WRONG_TYPE,693,false,Καλαβάρδα,,ChIJpwO8kLh3lRQRTvahrAoGcoE,"Παραλία Καλαβάρδα, Rhodes"
2428,Παραλία Κούλουρα,Rhodes,NO_RESULT,,false,,,,"Παραλία Κούλουρα, Rhodes"
2439,Σουσούνια,Rhodes,WRONG_PLACE,64385,false,Susanoo Sushi & Cocktails,sushi_restaurant,ChIJi-s4WLJhlRQRvaPTg57Ua-I,"Σουσούνια, Rhodes"
2441,Φαληράκι,Rhodes,WRONG_TYPE,579,false,Φαληράκι,,ChIJFREHE7tllRQRaIlk7MSGRz4,"Φαληράκι, Rhodes"
2448,Παραλία Γαλούνι,Rhodes,WRONG_PLACE,32588,false,Παραλία Κάμειρος,,ChIJd5il-X6dlRQRpY7bxtW_RW8,"Παραλία Γαλούνι, Rhodes"
2451,Παραλία Λαχανιάς,Rhodes,WRONG_PLACE,3652,false,Λαχανιά,,ChIJUxuYqrmrlRQRLgWEk483pWM,"Παραλία Λαχανιάς, Rhodes"
2454,Mavros Kavos,Rhodes,WRONG_PLACE,521278,false,Μαύρος Κάβος,natural_feature,ChIJNaeFsHB8oBQRuYfOstw4Oxc,"Mavros Kavos, Rhodes"
2455,Παραλία Μεμή Βρυσιά,Rhodes,WRONG_PLACE,40189,false,Παραλία Παραδείσι,,ChIJ3UKoHgx7lRQRz-ad6U4YP_Q,"Παραλία Μεμή Βρυσιά, Rhodes"
2456,Παραλία Καλοβρυάκι,Rhodes,WRONG_PLACE,64854,false,Παραλία Έλλη,,ChIJY5ng7eNhlRQRPpq6_CUIhFM,"Παραλία Καλοβρυάκι, Rhodes"
2460,Παραλία Αγ. Θωμά,Rhodes,WRONG_PLACE,12137,false,Παραλία Αγαθή,beach,ChIJFTnjh7FylRQRzGuhkyCa9fg,"Παραλία Αγ. Θωμά, Rhodes"
2462,Παραλία Κοκκινόγεια,Rhodes,WRONG_PLACE,6500,false,Παραλία Φώκια,tourist_attraction,ChIJ63EfemoPlRQRRq0lhDTAtE0,"Παραλία Κοκκινόγεια, Rhodes"
2463,Παραλία Καρδάμης,Rhodes,WRONG_PLACE,47548,false,Παραλία Ακτή Κανάρη,tourist_attraction,ChIJcXiQBPFhlRQRfmPbU1_hubU,"Παραλία Καρδάμης, Rhodes"
2466,Γυμνιστική Περιοχή Νος,Symi,WRONG_PLACE,5147,false,Παραλία ¨Μαρονί¨,tourist_attraction,ChIJt7IwNwApvhQRk7uRzVlmPpg,"Γυμνιστική Περιοχή Νος, Symi"
2469,Άγιος Νικόλαος,Symi,WRONG_TYPE,9,false,Παραλία Άγιος Νικόλαος,,ChIJ94AjMJorvhQR1S6gxCDv_Ew,"Άγιος Νικόλαος, Symi"
2472,Παραλία της Σάρα,Symi,WRONG_PLACE,1871,false,Παραλία Εμπορειός,tourist_attraction,ChIJ48nC3mspvhQRRKJ35VvFUTU,"Παραλία της Σάρα, Symi"
2476,Αγία Πέτρος,Tilos,WRONG_PLACE,368687,false,Άγιος Πετρος,,ChIJz5bnU7yhoRQRgebqsc5BGEI,"Αγία Πέτρος, Tilos"
2481,Παραλία Λουμπούδι,Tilos,WRONG_PLACE,7442,false,Παραλία Λιβάδια,beach,ChIJo6fmHsHolRQRBx-awhmZKiM,"Παραλία Λουμπούδι, Tilos"
2484,Τολός,Tilos,WRONG_PLACE,4300,false,Τήλος,island,ChIJUWTqw63olRQR1ucDBxSRLBs,"Τολός, Tilos"
2487,Μικρό Αυλάκι,Kasos,WRONG_PLACE,10131,false,Παραλία Κάσου,tourist_attraction,ChIJdXsiW65NkRQRkiDvqq4daLQ,"Μικρό Αυλάκι, Kasos"
2492,Παραλία Μαραθούντα,Pserimos,WRONG_PLACE,1970,false,Παραλία Ψέριμος,tourist_attraction,ChIJdV3s9F7jvRQRHRAJFp0SMwI,"Παραλία Μαραθούντα, Pserimos"
2494,Παραλία Παπά,Telendos,WRONG_PLACE,73226,false,Pappa Beach Official,tourist_attraction,ChIJYy0wTMM5vBQRVcdgO-_Z5js,"Παραλία Παπά, Telendos"
2503,Αμμόλοφος,Achaia (mainland),WRONG_PLACE,283489,false,Ammolofos Seaside Bar,bar,ChIJeS55yep_qBQRL5csXZktgrc,"Αμμόλοφος, Achaia"
2514,Πλαζ Πατρών,Achaia (mainland),WRONG_TYPE,386,false,Πλαζ ΕΟΤ,restaurant,ChIJx_-vFxZJXhMRVPufZripD_E,"Πλαζ Πατρών, Achaia"
3049,ΠΔΕ Λακκόπετρα,Achaia (mainland),WRONG_PLACE,2188,false,Λακκόπετρα,,ChIJRQXSj8wXXhMRlPjcvdSM19g,"ΠΔΕ Λακκόπετρα, Achaia"
2517,Abelakia,Aetolia-Acarnania (mainland),WRONG_PLACE,15046,false,Ταβέρνα Αμπελάκι,restaurant,ChIJIYkrbOTLXRMRgFO7riSl-Rc,"Abelakia, Aetolia-Acarnania"
2519,Athiki,Aetolia-Acarnania (mainland),WRONG_PLACE,39168,false,Aitolikón,,ChIJr-qNcVRuXhMRa-6sRrWW60o,"Athiki, Aetolia-Acarnania"
2520,Bouka Beach,Aetolia-Acarnania (mainland),WRONG_PLACE,125074,false,Παραλία Μπούκας,beach,ChIJYTM0MwCxYBMRmpSimIZ5woI,"Bouka Beach, Aetolia-Acarnania"
2522,Kitesurf Spot,Aetolia-Acarnania (mainland),WRONG_TYPE,294,false,Kite Beach Nafpaktos,sports_club,ChIJNyNRBe5TXhMRd2U2BBElkbk,"Kitesurf Spot, Aetolia-Acarnania"
2524,Mylos beach,Aetolia-Acarnania (mainland),WRONG_PLACE,36145,false,Παραλία Μύλος,beach,ChIJb3uGfqRMXBMRpHY9wl7tBWw,"Mylos beach, Aetolia-Acarnania"
2525,Vali,Aetolia-Acarnania (mainland),WRONG_PLACE,258712,false,VALI A.E.,corporate_office,ChIJfaP5Z5mZoRQRM6fMa27Al7I,"Vali, Aetolia-Acarnania"
2529,Βαθιά Βάλη,Aetolia-Acarnania (mainland),WRONG_PLACE,25088,false,Βαθυαβάλη,beach,ChIJzdJiEJQ0XBMRb4qKBb1VCqM,"Βαθιά Βάλη, Aetolia-Acarnania"
2531,Γιάννιτσα,Aetolia-Acarnania (mainland),WRONG_PLACE,83624,false,Παραλία Ψανή,tourist_attraction,ChIJZ0o6Y0FTXhMRWjOgLTfrHq8,"Παραλία Γιάννιτσα, Aetolia-Acarnania"
2538,Παλιονήσι,Aetolia-Acarnania (mainland),WRONG_TYPE,1306,false,Κτήμα παλούκη,western_restaurant,ChIJa4XvzgcnXBMR49i6ysEs5v0,"Παλιονήσι, Aetolia-Acarnania"
2540,Παραθάλασσο,Aetolia-Acarnania (mainland),WRONG_TYPE,227,false,ΠΑΡΑΘΑΛΑΣΣΟ,hotel,ChIJF70aujWsXxMRosmdrH5ZsiY,"Παραθάλασσο, Aetolia-Acarnania"
2542,Παραλία Αγ. Σπυρίδωνα Λουτρακίου,Aetolia-Acarnania (mainland),WRONG_PLACE,278861,false,Παραλία Άγιος Σπυρίδωνας,beach,ChIJ46bhix-PoRQRKytVCZpOv8w,"Παραλία Αγ. Σπυρίδωνα Λουτρακίου, Aetolia-Acarnania"
2555,Παραλία Πλατανίτη,Aetolia-Acarnania (mainland),WRONG_TYPE,1454,false,Πλατανίτης,,ChIJg-OmTMRNXhMRkse3G6NUum4,"Παραλία Πλατανίτη, Aetolia-Acarnania"
2556,Παραλία Ρίζας,Aetolia-Acarnania (mainland),WRONG_PLACE,130920,false,Παραλία Ριζών,beach,ChIJyyiH9KdpXBMRvqYMlvC-hNg,"Παραλία Ρίζας, Aetolia-Acarnania"
2558,Παραλία Ρούγας,Aetolia-Acarnania (mainland),WRONG_TYPE,939,false,Rouga Paradise Resort,lodging,ChIJPyQU_yknXBMR9z0-zyEgF0Y,"Παραλία Ρούγας, Aetolia-Acarnania"
3044,Άκτιο Βόνιτσας Αγ. Δημήτριος,Aetolia-Acarnania (mainland),WRONG_TYPE,433,false,Δήμος Ακτίου Βόνιτσας,point_of_interest,ChIJ720kb-M4XBMRDDYa3SzNp0U,"Άκτιο Βόνιτσας Αγ. Δημήτριος, Aetolia-Acarnania"
3046,ΠΔΕ Αραχωβίτικα,Aetolia-Acarnania (mainland),WRONG_TYPE,750,false,Αραχoβιτικα,,ChIJmbh_nc9MXhMRM3RzF6sJRrU,"ΠΔΕ Αραχωβίτικα, Aetolia-Acarnania"
3050,ΠΔΕ Μακύνεια,Aetolia-Acarnania (mainland),WRONG_TYPE,955,false,Μακύνεια,,ChIJYTXUFuZOXhMRQMGRnijtEHk,"ΠΔΕ Μακύνεια, Aetolia-Acarnania"
2565,Άγιος Ανδρέας,Ileia (mainland),WRONG_TYPE,213,false,Άγιος Ανδρέας Κατακόλου,,ChIJP2f7oI3HYBMRkm1_b0LUKkU,"Άγιος Ανδρέας, Ileia"
2569,Ματζάκουρα,Ileia (mainland),WRONG_TYPE,152,false,Βίλα Ματζάκουρα,restaurant,ChIJccP5-_vHYBMR14e983lK99w,"Ματζάκουρα, Ileia"
2571,Μπρινιά,Ileia (mainland),WRONG_PLACE,1739,false,Μπρίνια,,ChIJv_GQQeMcXhMR9F8NHLor5_o,"Μπρινιά, Ileia"
2572,Παραλία Αγίας Μαρίνας,Ileia (mainland),NO_RESULT,,false,,,,"Παραλία Αγίας Μαρίνας, Ileia"
2575,Παραλία Κυλλήνης,Ileia (mainland),WRONG_PLACE,2582,false,Παραλία Κυλλήνη,beach,ChIJL8DgPRSsYBMR6skB2WA-bZo,"Παραλία Κυλλήνης, Ileia"
2579,Φάλαρι,Ileia (mainland),WRONG_PLACE,204937,false,Φυλή,,ChIJ4ae1vkqhoRQRr0ZvkoGnbbc,"Φάλαρι, Ileia"
3053,Πηνειός Γλύφα,Ileia (mainland),WRONG_TYPE,1329,false,Γλύφα,,ChIJGXiw5F6yYBMRF0QPTMNreZE,"Πηνειός Γλύφα, Ileia"
2580,Ελιά,Alonissos,WRONG_PLACE,3595,false,ELIA Cafe - Beach Bar,bar,ChIJ_ceIoeKQphQR3nVKoC2V0o4,"Ελιά, Alonissos"
2581,Γέρακας,Alonissos,WRONG_PLACE,18444,false,Γέρακας,,ChIJs0Dgk2WPphQRzJew1JV8JNw,"Γέρακας, Alonissos"
2584,Άγιος Πέτρος,Alonissos,WRONG_PLACE,8963,false,Άγιος Πετρος,,ChIJHSbMmVyQphQR8hHgojrKASw,"Άγιος Πέτρος, Alonissos"
2586,Βασίλη Μπαμπακιές,Alonissos,WRONG_PLACE,5614,false,Alonissos Beach Bungalows And Suites Hotel,hotel,ChIJxyewBDmRphQRHM973hb_uhY,"Παραλία Βασίλη Μπαμπακιές, Alonissos"
2587,Βρυσίτσα,Alonissos,WRONG_PLACE,3512,false,Παραλία Βρυσίτσα,tourist_attraction,ChIJa2wBEumVphQRANHoeiAnkdo,"Βρυσίτσα, Alonissos"
2590,Καλύβια Αλεξίου,Alonissos,WRONG_PLACE,1595,false,Κέντρο Ενημέρωσης & Ευαισθητοποίησης Κοινού,museum,ChIJKx-urJiVphQRxgwOmCiWCy0,"Καλύβια Αλεξίου, Alonissos"
2591,Καλύβια Σταματίου,Alonissos,WRONG_PLACE,4283,false,4 Epoches Hotel,hotel,ChIJmWj0nUOQphQRGkk2FODetk4,"Καλύβια Σταματίου, Alonissos"
2592,Κατερίνας Βάλα,Alonissos,WRONG_PLACE,1925,false,Katerina's houses,lodging,ChIJ2VvpSgCVphQR-6fa5_mHxTE,"Κατερίνας Βάλα, Alonissos"
2593,Κεντρόρεμα,Alonissos,WRONG_PLACE,3555,false,Παραλία Τουρκονέρι,tourist_attraction,ChIJh9NEKjCRphQRxbqwJv8X-IA,"Κεντρόρεμα, Alonissos"
2594,Κοκκινόκαστρο,Alonissos,WRONG_PLACE,2472,false,Κοκκινόκαστρο παραλία,beach,ChIJSyIXSyCRphQRI8dPYW38nYo,"Κοκκινόκαστρο, Alonissos"
2595,Λένα,Alonissos,WRONG_PLACE,2845,false,Elena Studios,lodging,ChIJy1Y8FEyXphQRR68bS8hj7ZQ,"Λένα, Alonissos"
2598,Μηλιά,Alonissos,WRONG_PLACE,2509,false,Μηλιά,,ChIJ9aEYvzmRphQRkkm4e17CCJs,"Μηλιά, Alonissos"
2599,Μουρτίτσα,Alonissos,WRONG_PLACE,11181,false,Παραλία Μουρτιτσα,beach,ChIJq82AH_ePphQRotOIq8x4UMY,"Μουρτίτσα, Alonissos"
2600,Νικόλα Βάλα,Alonissos,WRONG_PLACE,1680,false,Myrtilo Cottage,cottage,ChIJt7TbHuWRphQRWFbhtzYBPVM,"Νικόλα Βάλα, Alonissos"
2603,Παραλία Μεγάλος Μουρτιάς,Alonissos,WRONG_PLACE,2722,false,Παραλία Μεγάλος Μουρτιάς,beach,ChIJjax-vReUphQRL027ntpC3yU,"Παραλία Μεγάλος Μουρτιάς, Alonissos"
2604,Παραλία Μικρός Μουρτιάς,Alonissos,WRONG_PLACE,3028,false,Παραλία Μικρός Μουρτιάς,beach,ChIJWdoqWhSUphQRqrPOwMg-79E,"Παραλία Μικρός Μουρτιάς, Alonissos"
2606,Πλάκες,Alonissos,WRONG_TYPE,477,false,Levantes Hotel,hotel,ChIJiWo1EaaWphQRMarzxV7S3yU,"Πλάκες, Alonissos"
2608,Σπαρτίνες,Alonissos,WRONG_PLACE,3662,false,Παραλία Σπαρτίνες,beach,ChIJ70HivEuRphQRBoJ1JHQRndU,"Σπαρτίνες, Alonissos"
2609,Σπλιθάρι,Alonissos,WRONG_PLACE,1793,false,Alonissos - seacolours dive center,tour_agency,ChIJj8zLD6aWphQRo0vv2lV-_V4,"Σπλιθάρι, Alonissos"
2610,Στου Μαλαθρίτη Μπαμπακιές,Alonissos,WRONG_TYPE,1423,false,Τα Καλαμάκια,greek_restaurant,ChIJsYp-Lj6QphQRKnxHk4P6iWg,"Στου Μαλαθρίτη Μπαμπακιές, Alonissos"
2650,Έλιος,Skopelos,WRONG_PLACE,7163,false,Νέο Κλήμα,,ChIJtQ94P-rpphQR4S8t905Aeyk,"Έλιος, Skopelos"
2652,Βαθιάς,Skopelos,WRONG_PLACE,8257,false,Παραλία Βαθιάς,beach,ChIJWSa3k7LrphQRS9P5d0V3Xsw,"Βαθιάς, Skopelos"
2656,Καστάνη,Skopelos,WRONG_PLACE,4752,false,Παραλία Καστάνη,beach,ChIJ09sSvOLpphQRLygcIm9THI0,"Καστάνη, Skopelos"
2660,Πλάκα,Skopelos,WRONG_PLACE,9195,false,Villa Plaka,service,ChIJ3UKoCa7pphQRGTd8pwWimKg,"Πλάκα, Skopelos"
2661,Σπηλιά,Skopelos,WRONG_PLACE,10517,false,Spilia Beach,beach,ChIJt1Ubu2zpphQR5YVG4-P9YMM,"Σπηλιά, Skopelos"
2666,Δερμαριά (Πτελεός),Magnesia (mainland - Pelion),WRONG_PLACE,20372,false,Delfinario,family_restaurant,ChIJ9aBfF8VJpxQRqgHlScUIVy8,"Δερμαριά (Πτελεός), Magnesia"
2667,Ιζγκούδ (Τρίκερι),Magnesia (mainland - Pelion),WRONG_PLACE,3414,false,Ενοικιαζόμενα δωμάτια Τρίκερι rooms to let apartments Gourgouliannis,hotel,ChIJFT0G1sg7pxQRZYYkEKFpRKc,"Ιζγκούδ (Τρίκερι), Magnesia"
2672,Συκίτσα (Σούρπη),Magnesia (mainland - Pelion),WRONG_PLACE,23724,false,Παραλία Συκιά,beach,ChIJr3QkZKgWpxQRH6XMg39g3Gk,"Παραλία Συκίτσα (Σούρπη), Magnesia"
2682,Γούρνα,Magnesia (mainland - Pelion),WRONG_PLACE,69965,false,"ΓΟΥΡΝΑ, Π., ΑΦΟΙ, Ε.Π.Ε. ""BAUHAUS""",general_contractor,ChIJAQAAAFDcoBQRHP0Cm8j0vl8,"Γούρνα, Magnesia"
2684,Καλαμιές (Αγριά),Magnesia (mainland - Pelion),WRONG_PLACE,2413,false,Ακτη Μπαρμπα Θωμα Σουτραλι,restaurant,ChIJkyzMTK8UpxQREl8gkwEL2nE,"Καλαμιές (Αγριά), Magnesia"
2686,Καρνάγιο (Αγριά),Magnesia (mainland - Pelion),WRONG_PLACE,4237,false,Καρνάγιο Yacht Yard,storage,ChIJicYsJnsVpxQR3yMftYvS1-I,"Καρνάγιο (Αγριά), Magnesia"
2692,Λεπετούς,Magnesia (mainland - Pelion),WRONG_PLACE,39559,false,Μαγνησία,,ChIJ0_7nsl7iphQRIMS54iy9AAM,"Λεπετούς, Magnesia"
2698,Μορτίτσα,Magnesia (mainland - Pelion),WRONG_PLACE,50012,false,Εστιατόριο - μπαρ Megalos Mourtias,restaurant,ChIJ_-YE4yiVphQRmq0G9yiOqL8,"Παραλία Μορτίτσα, Magnesia"
2709,Παραλία Κορνέλια,Magnesia (mainland - Pelion),WRONG_TYPE,13,false,Παραλία Κορνέλια,sports_activity_location,ChIJX6njME4jpxQRPElfM4SQ_pk,"Παραλία Κορνέλια, Magnesia"
2714,Παραλία Ρακοποτάμου,Magnesia (mainland - Pelion),WRONG_PLACE,46265,false,Παραλία Ρακοπόταμο,beach,ChIJe3Qrbi-cpxQRG4KZh0rU8H8,"Παραλία Ρακοποτάμου, Magnesia"
2720,Σουτραλί (Αγριά),Magnesia (mainland - Pelion),WRONG_PLACE,2705,false,Σουτραλί,,ChIJL2JPeKcUpxQRXwC1XPNREsw,"Σουτραλί (Αγριά), Magnesia"
2724,Χονδρή Άμμος,Magnesia (mainland - Pelion),WRONG_TYPE,117,false,Χονδρή Άμμος,,ChIJw94F6Z0kpxQRaMweuqPF-pM,"Χονδρή Άμμος, Magnesia"
2732,Παραλία Παλιουριάς,Larissa Coast (Agia - Kissavos),WRONG_TYPE,79,false,Παλιουριά,,ChIJURyxosuRpxQR1o_4aJRf-iQ,"Παραλία Παλιουριάς, Agia - Kissavos, Larissa Coast"
2735,Παραλία Παναγία,Larissa Coast (Agia - Kissavos),WRONG_PLACE,17190,false,Larissas' Beach,tourist_attraction,ChIJmWrXqbCbpxQRo-JA-zewCJI,"Παραλία Παναγία, Agia - Kissavos, Larissa Coast"
