id,name,regionId,island,verdict,recommend,query,nameStatus,nameQuery,nameHit,nameDistM,nameScore,pinHit,pinDistM,flags,lat,lon
1132,Ψαμούσα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Ψαμούσα, Kefalonia",verified,"Ψαμούσα, Kefalonia",Ψαμούσα,1,35,Ψαμούσα,0,,38.29443,20.60656
1133,Ελιές,ionian-islands-kefalonia,Kefalonia,PASS,none,"Ελιές, Kefalonia",verified,"Ελιές, Kefalonia",Ελιές,2,35,Ελιές,1,,38.30362,20.60253
1134,Λιθοβάτης,ionian-islands-kefalonia,Kefalonia,PASS,none,"Λιθοβάτης, Kefalonia",verified,"Λιθοβάτης, Kefalonia",Λιθοβάτης,2,35,Λιθοβάτης,1,,38.30691,20.6058
1135,Γιαγάνα,ionian-islands-kefalonia,Kefalonia,PASS,none,"Γιαγάνα, Kefalonia",verified,"Γιαγάνα, Kefalonia",Giagana beach,12,35,Giagana beach,0,,38.34692,20.62186
1136,Χοργοτά,ionian-islands-kefalonia,Kefalonia,PASS,none,"Χοργοτά, Kefalonia",verified,"Χοργοτά, Kefalonia",Chorgota beach,8,35,Chorgota beach,0,,38.36437,20.61548
1137,Αγιά Σοφία,ionian-islands-kefalonia,Kefalonia,PASS,none,"Αγιά Σοφία, Kefalonia",verified,"Αγιά Σοφία, Kefalonia",Αγιά Σοφία,7,35,Αγιά Σοφία,0,,38.37142,20.61272
1138,Πλατύ Λιμάνι,ionian-islands-kefalonia,Kefalonia,REVIEW,coordinates,"Plati Beach Port, Kefalonia",needs_review,"Plati Beach Port, Kefalonia",Plati Beach Port,8,1,Plati Beach Port,0,weak_name_match,38.37334,20.61223
1139,Breath of Zorbas beach,ionian-islands-lefkada,Lefkada,PASS,none,"Breath of Zorbas beach, Lefkada",verified,"Breath of Zorbas beach, Lefkada",Breath of Zorbas beach,5,35,Breath of Zorbas beach,2,,38.75287,20.72168
1141,Καμάρι,ionian-islands-lefkada,Lefkada,PASS,none,"Καμάρι, Lefkada",verified,"Καμάρι, Lefkada",Kamari Beach,19,35,Kamari Beach,1,,38.65498,20.71922
1142,Παραλία Νικιάνας,ionian-islands-lefkada,Lefkada,REVIEW,coordinates,"Breath of Zorbas beach, Lefkada",needs_review,"Breath of Zorbas beach, Lefkada",Breath of Zorbas beach,124,0,Lydia's Hotel beach,1,weak_name_match,38.75184,20.72209
1143,Νότια Παραλία Νικιάνας,ionian-islands-lefkada,Lefkada,REVIEW,coordinates,"Nikiana South Beach, Lefkada",needs_review,"Nikiana South Beach, Lefkada",Nikiana South Beach,11,0,Nikiana South Beach,1,weak_name_match,38.75798,20.72066
1144,Πασάς,ionian-islands-lefkada,Lefkada,REVIEW,coordinates,"Passa Beach, Lefkada",needs_review,"Passa Beach, Lefkada",Passa Beach,1,0,Passa Beach,1,weak_name_match,38.72413,20.7297
1147,Αβάλι,ionian-islands-lefkada,Lefkada,PASS,none,"Αβάλι, Lefkada",verified,"Αβάλι, Lefkada",Αβάλι,8,35,Αβάλι,0,,38.76163,20.59368
1148,Αγιοφύλλι,ionian-islands-lefkada,Lefkada,PASS,none,"Αγιοφύλλι, Lefkada",verified,"Αγιοφύλλι, Lefkada",Αγιοφύλλι,20,35,Αγιοφύλλι,0,,38.60531,20.61281
1149,Αμμούσα,ionian-islands-lefkada,Lefkada,PASS,none,"Αμμούσα, Lefkada",verified,"Αμμούσα, Lefkada",Αμμούσα,1,35,Αμμούσα,1,,38.60232,20.62642
1150,Αμμόγλωσσα,ionian-islands-lefkada,Lefkada,PASS,none,"Αμμόγλωσσα, Lefkada",verified,"Αμμόγλωσσα, Lefkada",Αμμόγλωσσα,9,35,Αμμόγλωσσα,0,,38.84741,20.7208
1154,Αφτέλι,ionian-islands-lefkada,Lefkada,PASS,none,"Αφτέλι, Lefkada",verified,"Αφτέλι, Lefkada",Αφτέλι,1,35,Αφτέλι,0,,38.61058,20.65609
1155,Βασιλική,ionian-islands-lefkada,Lefkada,PASS,none,"Βασιλική, Lefkada",verified,"Βασιλική, Lefkada",Βασιλική,150,35,Βασιλική,0,,38.63019,20.6009
1156,Γάϊδαρος,ionian-islands-lefkada,Lefkada,PASS,none,"Γάϊδαρος, Lefkada",verified,"Γάϊδαρος, Lefkada",Γάϊδαρος,17,35,Γάϊδαρος,0,,38.76944,20.59701
1157,Γιαλός,ionian-islands-lefkada,Lefkada,PASS,none,"Γιαλός, Lefkada",verified,"Γιαλός, Lefkada",Γιαλός,13,35,Γιαλός,0,,38.66493,20.55761
1158,Γύρα (Άννα),ionian-islands-lefkada,Lefkada,PASS,none,"Γύρα (Άννα), Lefkada",verified,"Γύρα (Άννα), Lefkada",Γύρα (Άννα),130,35,Γύρα (Άννα),0,,38.84933,20.70105
1160,Κάθισμα,ionian-islands-lefkada,Lefkada,PASS,none,"Κάθισμα, Lefkada",verified,"Κάθισμα, Lefkada",Κάθισμα,58,35,Κάθισμα,0,,38.77624,20.59941
1161,Κάστρο,ionian-islands-lefkada,Lefkada,PASS,none,"Κάστρο, Lefkada",verified,"Κάστρο, Lefkada",Κάστρο,29,35,Κάστρο,1,,38.84711,20.71802
1163,Καμίνια,ionian-islands-lefkada,Lefkada,PASS,none,"Καμίνια, Lefkada",verified,"Καμίνια, Lefkada",Καμίνια,36,35,Καμίνια,0,,38.83383,20.66169
1164,Κρυονέρι,ionian-islands-lefkada,Lefkada,PASS,none,"Κρυονέρι, Lefkada",verified,"Κρυονέρι, Lefkada",Κρυονέρι,8,35,Κρυονέρι,0,,38.83289,20.66573
1167,Μύλος,ionian-islands-lefkada,Lefkada,PASS,none,"Μύλος, Lefkada",verified,"Μύλος, Lefkada",Μύλος,48,35,Μύλος,1,,38.78678,20.60747
1169,Πευκούλια,ionian-islands-lefkada,Lefkada,PASS,none,"Πευκούλια, Lefkada",verified,"Πευκούλια, Lefkada",Πευκούλια,56,35,Πευκούλια,0,,38.80819,20.63155
1171,Πόρτο Κάτσικι,ionian-islands-lefkada,Lefkada,PASS,none,"Πόρτο Κάτσικι, Lefkada",verified,"Πόρτο Κάτσικι, Lefkada",Πόρτο Κάτσικι,46,35,Πόρτο Κάτσικι,0,,38.60092,20.54996
1172,Σκάλα Γιαλού,ionian-islands-lefkada,Lefkada,PASS,none,"Σκάλα Γιαλού, Lefkada",verified,"Σκάλα Γιαλού, Lefkada",Σκάλα Γιαλού,12,35,Σκάλα Γιαλού,0,,38.8194,20.63775
379,Agios Georgios,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Άγιος Γεώργιος, Halkidiki",needs_review,"Άγιος Γεώργιος, Halkidiki",Άγιος Γεώργιος,46,0,Άγιος Γεώργιος,0,weak_name_match,40.31558,23.93943
380,Agios Nikolaos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Αγιος Νικόλαος, Halkidiki",needs_review,"Αγιος Νικόλαος, Halkidiki",Αγιος Νικόλαος,0,0,Αγιος Νικόλαος,0,weak_name_match,40.02388,23.36339
383,Akti Kalogrias,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Ακτή Καλογριάς, Halkidiki",needs_review,"Ακτή Καλογριάς, Halkidiki",Ακτή Καλογριάς,79,0,Ακτή Καλογριάς,1,weak_name_match,40.17667,23.71454
384,Babylon,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Babylon, Halkidiki",verified,"Babylon, Halkidiki",Babylon beach,50,35,Babylon beach,0,,40.57281,23.82133
386,Blue Dream,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Blue Dream, Halkidiki",verified,"Blue Dream, Halkidiki",Blue Dream,66,35,Blue Dream,0,,40.09397,23.30986
387,Brounou,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Brounou, Halkidiki",verified,"Brounou, Halkidiki",Brounou Beach,1,35,Brounou Beach,1,,40.18714,23.81817
388,Castello,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Castello, Halkidiki",verified,"Castello, Halkidiki",Castello beach,31,35,Castello beach,0,,40.12482,23.76445
389,Chrysi Ammoudia,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Χρυσή αμμουδιά, Halkidiki",needs_review,"Χρυσή αμμουδιά, Halkidiki",Χρυσή αμμουδιά,21,0,Χρυσή αμμουδιά,0,weak_name_match,40.60919,23.78075
391,Dimotiki Plaz 1,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Δημοτική Πλαζ 1, Halkidiki",needs_review,"Δημοτική Πλαζ 1, Halkidiki",Δημοτική Πλαζ 1,53,0,Δημοτική Πλαζ 1,0,weak_name_match,40.40557,23.87473
392,Dimotiki Plaz 2,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Δημοτική Πλαζ 2, Halkidiki",needs_review,"Δημοτική Πλαζ 2, Halkidiki",Δημοτική Πλαζ 2,2,0,Δημοτική Πλαζ 2,0,weak_name_match,40.40251,23.87856
393,Dimotiki Plaz 3,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Δημοτική Πλαζ 3, Halkidiki",needs_review,"Δημοτική Πλαζ 3, Halkidiki",Δημοτική Πλαζ 3,17,0,Δημοτική Πλαζ 3,0,weak_name_match,40.39972,23.8824
395,Faka,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Φάκα, Halkidiki",needs_review,"Φάκα, Halkidiki",Φάκα,43,0,Φάκα,1,weak_name_match,40.33034,23.88557
397,Golden,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Golden, Halkidiki",verified,"Golden, Halkidiki",Golden Beach,263,35,Golden Beach,0,,39.98241,23.65055
399,Hanioti,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"παραλία Χανιώτη, Halkidiki",needs_review,"παραλία Χανιώτη, Halkidiki",παραλία Χανιώτη,7,0,παραλία Χανιώτη,0,weak_name_match,40.00324,23.57313
401,Iliovasilema,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Ηλιοβασίλεμα, Halkidiki",needs_review,"Ηλιοβασίλεμα, Halkidiki",Ηλιοβασίλεμα,7,0,Ηλιοβασίλεμα,0,weak_name_match,40.17076,23.32475
403,Kakoudia,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Κακούδια, Halkidiki",needs_review,"Κακούδια, Halkidiki",Κακούδια,41,0,Κακούδια,0,weak_name_match,40.41237,23.86676
404,Kalamitsi,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Kalamitsi, Halkidiki",verified,"Kalamitsi, Halkidiki",Kalamitsi,135,35,Kalamitsi,0,,39.99039,23.99189
405,Kallithea,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Καλλιθέα, Halkidiki",needs_review,"Καλλιθέα, Halkidiki",Καλλιθέα,7,0,Καλλιθέα,0,weak_name_match,40.07865,23.44845
406,Kalopigado,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Καλοπήγαδο, Halkidiki",needs_review,"Καλοπήγαδο, Halkidiki",Καλοπήγαδο,45,0,Καλοπήγαδο,0,weak_name_match,40.32205,23.91072
407,Karagatsia,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Καραγάτσια, Halkidiki",needs_review,"Καραγάτσια, Halkidiki",Καραγάτσια,46,0,Καραγάτσια,1,weak_name_match,40.32514,23.8955
408,Kavouri,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Καβούρι, Halkidiki",needs_review,"Καβούρι, Halkidiki",Καβούρι,12,0,Καβούρι,0,weak_name_match,40.15774,23.32105
410,Kefalas,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Κεφάλας, Halkidiki",needs_review,"Κεφάλας, Halkidiki",Κεφάλας,13,0,Κεφάλας,0,weak_name_match,40.58843,23.79494
413,Kristina,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Kristina, Halkidiki",verified,"Kristina, Halkidiki",Kristina Beach,0,35,Kristina Beach,0,,40.02425,24.01753
414,Kryfos Paradeisos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Κρυφός Παράδεισος Παραλία Γυμνιστών, Halkidiki",needs_review,"Κρυφός Παράδεισος Παραλία Γυμνιστών, Halkidiki",Κρυφός Παράδεισος Παραλία Γυμνιστών,23,0,Κρυφός Παράδεισος Παραλία Γυμνιστών,0,weak_name_match,39.99949,23.86928
415,Lagomandra,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Lagomandra, Halkidiki",verified,"Lagomandra, Halkidiki",Lagomandra,0,35,Παρ. Λαγομάδρα,46,,40.13539,23.74705
417,Lemos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Lemos, Halkidiki",verified,"Lemos, Halkidiki",Lemos Beach,11,35,Lemos Beach,0,,39.93866,23.93129
418,Likithos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Likithos, Halkidiki",verified,"Likithos, Halkidiki",Likithos Beach,6,35,Likithos Beach,0,,40.01987,23.82847
419,Limanaki,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Λιμανάκι, Halkidiki",needs_review,"Λιμανάκι, Halkidiki",Λιμανάκι,18,0,Λιμανάκι,0,weak_name_match,40.32939,23.92351
422,Liosi,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Λιόση, Halkidiki",needs_review,"Λιόση, Halkidiki",Λιόση,28,0,Λιόση,0,weak_name_match,40.09201,23.44219
424,Marathias,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Marathias, Halkidiki",verified,"Marathias, Halkidiki",Marathias Beach,49,35,Marathias Beach,0,,39.94707,23.93317
425,Megali Ammos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Μεγάλη Άμμος, Halkidiki",needs_review,"Μεγάλη Άμμος, Halkidiki",Μεγάλη Άμμος,29,0,Μεγάλη Άμμος,1,weak_name_match,40.31248,23.94547
427,Mileniko,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Mileniko, Halkidiki",verified,"Mileniko, Halkidiki",Mileniko,0,35,(unnamed),252,,40.2729,23.15422
429,Myti,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Μύτη, Halkidiki",needs_review,"Μύτη, Halkidiki",Μύτη,0,0,Μύτη,0,weak_name_match,39.95739,23.35835
430,Oneiro,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία ονείρου, Halkidiki",needs_review,"Παραλία ονείρου, Halkidiki",Παραλία ονείρου,42,0,Παραλία ονείρου,0,weak_name_match,40.16011,23.89604
431,Ouranoupoli,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Καμπούδι / Άκραθως, Halkidiki",needs_review,"Καμπούδι / Άκραθως, Halkidiki",Καμπούδι / Άκραθως,31,0,Καμπούδι / Άκραθως,0,weak_name_match,40.34477,23.96517
432,Paradisos,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία Παράδεισος, Halkidiki",needs_review,"Παραλία Παράδεισος, Halkidiki",Παραλία Παράδεισος,49,0,Παραλία Παράδεισος,0,weak_name_match,40.10215,23.77521
434,Pefkochori,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία Πευκοχωρίου, Halkidiki",needs_review,"Παραλία Πευκοχωρίου, Halkidiki",Παραλία Πευκοχωρίου,69,0,Παραλία Πευκοχωρίου,0,weak_name_match,39.99246,23.60792
437,Platanitsi,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία Πλατανίτσι, Halkidiki",needs_review,"Παραλία Πλατανίτσι, Halkidiki",Παραλία Πλατανίτσι,62,0,Παραλία Πλατανίτσι,0,weak_name_match,40.11829,23.98068
438,Porfi,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Porfi, Halkidiki",verified,"Porfi, Halkidiki",Porfi Beach,2,35,(unnamed),283,,40.22647,23.63298
439,Porto Elea,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία Ζωγράφου, Halkidiki",needs_review,"Παραλία Ζωγράφου, Halkidiki",Παραλία Ζωγράφου,116,0,Παραλία Ζωγράφου,74,weak_name_match,40.171488,23.865562
440,Porto Koufo,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Πόρτο Κουφό, Halkidiki",needs_review,"Πόρτο Κουφό, Halkidiki",Πόρτο Κουφό,107,0,Πόρτο Κουφό,0,weak_name_match,39.96518,23.92406
442,Sani Hill,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Sani Hill, Halkidiki",verified,"Sani Hill, Halkidiki",Sani Hill,0,35,(unnamed),149,,40.09969,23.30497
445,Sykia,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Παραλία Συκιάς, Halkidiki",needs_review,"Παραλία Συκιάς, Halkidiki",Παραλία Συκιάς,123,0,Παραλία Συκιάς,1,weak_name_match,40.04148,23.98747
446,Tigania,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Τηγανιά, Halkidiki",needs_review,"Τηγανιά, Halkidiki",Τηγανιά,11,0,Τηγανιά,0,weak_name_match,40.03235,24.01864
449,Trani Ammouda,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Τρανή Αμμούδα, Halkidiki",needs_review,"Τρανή Αμμούδα, Halkidiki",Τρανή Αμμούδα,153,0,Τρανή Αμμούδα,0,weak_name_match,40.24233,23.72671
450,Tsaska,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Τσάσκα, Halkidiki",needs_review,"Τσάσκα, Halkidiki",Τσάσκα,2,0,Τσάσκα,0,weak_name_match,40.33746,23.90735
452,Varkes,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Βάρκες, Halkidiki",needs_review,"Βάρκες, Halkidiki",Βάρκες,0,0,Βάρκες,0,weak_name_match,40.10322,23.43573
454,Voulitsa,central-macedonia-halkidiki-mainland,Halkidiki (mainland),REVIEW,coordinates,"Βουλίτσα, Halkidiki",needs_review,"Βουλίτσα, Halkidiki",Βουλίτσα,22,0,Βουλίτσα,0,weak_name_match,40.38171,23.94042
457,Παραλία Βεργιάς,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Βεργιάς, Halkidiki",verified,"Παραλία Βεργιάς, Halkidiki",Παραλία Βεργιάς,0,35,Παραλία Βεργιάς,0,,40.2906038,23.1231232
459,Παραλία Νέας Καλλικράτειας,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Νέας Καλλικράτειας, Halkidiki",verified,"Παραλία Νέας Καλλικράτειας, Halkidiki",Παραλία Νέας Καλλικράτειας,142,35,Παραλία Νέας Καλλικράτειας,0,,40.3096302,23.0634276
460,Παραλία Νικήτης,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Νικήτης, Halkidiki",verified,"Παραλία Νικήτης, Halkidiki",Παραλία Νικήτης,12,35,Παραλία Νικήτης,0,,40.2142777,23.6684267
461,Παραλία Μικρό Καστρί,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Μικρό Καστρί, Halkidiki",verified,"Παραλία Μικρό Καστρί, Halkidiki",Παραλία Μικρό Καστρί,36,35,Παραλία Μικρό Καστρί,0,,40.1960696,23.682979
462,Παραλία Στρατώνι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Στρατώνι, Halkidiki",verified,"Παραλία Στρατώνι, Halkidiki",Παραλία Στρατώνι,36,35,Παραλία Στρατώνι,0,,40.5118095,23.8278636
463,Παραλία Κάμπος (Πυργαδίκια),central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Κάμπος (Πυργαδίκια), Halkidiki",verified,"Παραλία Κάμπος (Πυργαδίκια), Halkidiki",Παραλία Κάμπος (Πυργαδίκια),75,35,Παραλία Κάμπος (Πυργαδίκια),0,,40.3508365,23.7320479
464,Παραλία Λιβάρι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Λιβάρι, Halkidiki",verified,"Παραλία Λιβάρι, Halkidiki",Παραλία Λιβάρι,112,35,Παραλία Λιβάρι,0,,40.1996759,23.7690428
465,Παραλία Σαλονικιού,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Σαλονικιού, Halkidiki",verified,"Παραλία Σαλονικιού, Halkidiki",Παραλία Σαλονικιού,24,35,Παραλία Σαλονικιού,0,,40.2929779,23.6950262
466,Παραλία Λαγονήσι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Λαγονήσι, Halkidiki",verified,"Παραλία Λαγονήσι, Halkidiki",Παραλία Λαγονήσι,44,35,Παραλία Λαγονήσι,0,,40.2299274,23.7463818
468,Παραλία Τριστινίκα,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Τριστινίκα, Halkidiki",verified,"Παραλία Τριστινίκα, Halkidiki",Παραλία,138,35,Παραλία,0,,39.9943871,23.8903207
469,Παραλία Λατούρα,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Λατούρα, Halkidiki",verified,"Παραλία Λατούρα, Halkidiki",Παραλία Λατούρα,32,35,Παραλία Λατούρα,0,,40.2298936,23.737964
470,Παραλία Καστρί,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Καστρί, Halkidiki",verified,"Παραλία Καστρί, Halkidiki",Παραλία Καστρί,38,35,Παραλία Καστρί,0,,40.1934799,23.6860482
471,Παραλία Αγίου Ιωάννη,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Αγίου Ιωάννη, Halkidiki",verified,"Παραλία Αγίου Ιωάννη, Halkidiki",Παραλία Αγίου Ιωάννη,133,35,Παραλία Αγίου Ιωάννη,0,,40.1919432,23.69349
472,Παραλία Ελάνη,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Ελάνη, Halkidiki",verified,"Παραλία Ελάνη, Halkidiki",Παραλία Ελάνη,67,35,Παραλία Ελάνη,0,,40.049445,23.3481477
473,Παραλία Αυλάκι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παρ. Αυλάκι, Halkidiki",verified,"Παρ. Αυλάκι, Halkidiki",Παρ. Αυλάκι,141,35,Παρ. Αυλάκι,0,,39.9153554,23.6501909
474,Παραλία Χρουσώ,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Χρουσώ, Halkidiki",verified,"Παραλία Χρουσώ, Halkidiki",Παραλία Χρουσώ,239,35,Παραλία Χρουσώ,0,,39.9620208,23.6785597
475,Παραλία Άμπελος,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παρ. ΄Αμπελος, Halkidiki",verified,"Παρ. ΄Αμπελος, Halkidiki",Παρ. ΄Αμπελος,9,35,Παρ. ΄Αμπελος,0,,39.9641238,23.9669693
476,Παραλία Αρμενιστής,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Αρμενιστής, Halkidiki",verified,"Παραλία Αρμενιστής, Halkidiki",Παραλία Αρμενιστής,97,35,Παραλία Αρμενιστής,0,,40.1549226,23.9166443
477,Παραλία Ποσείδι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Ποσείδι, Halkidiki",verified,"Παραλία Ποσείδι, Halkidiki",Παραλία Ποσείδ,153,35,Παραλία Ποσείδ,0,,39.9708785,23.3692992
479,Παραλία Αγίου Μάμα,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"agjio mama, Halkidiki",verified,"agjio mama, Halkidiki",agjio mama,59,35,agjio mama,0,,40.2483532,23.358468
480,Παραλία Ελαιώνα,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Ελαιώνα, Halkidiki",verified,"Παραλία Ελαιώνα, Halkidiki",Παραλία Ελαιώνα,2,35,Παραλία Ελαιώνα,0,,40.28039,23.6967168
481,Παραλία Δεβελίκι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Δεβελίκι, Halkidiki",verified,"Παραλία Δεβελίκι, Halkidiki",Παραλία Δεβελίκι,65,35,Παραλία Δεβελίκι,0,,40.3655712,23.8320599
482,Παραλία Ζέπκου,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Ζέπκου, Halkidiki",verified,"Παραλία Ζέπκου, Halkidiki",Παραλία Ζέπκου,228,35,Παραλία Ζέπκου,0,,40.5609735,23.8313039
483,Παραλία Φτερωτή,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Φτερωτή, Halkidiki",verified,"Παραλία Φτερωτή, Halkidiki",Παραλία Φτερωτή,116,35,Παραλία Φτερωτή,0,,40.2042563,23.764481
484,Παραλία Σχοινιά,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Σχοινιά, Halkidiki",verified,"Παραλία Σχοινιά, Halkidiki",Παραλία Σχοινιά,8,35,Παραλία Σχοινιά,0,,40.2689527,23.7037959
488,Παραλία Σπαθιών,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Σπαθιών, Halkidiki",verified,"Παραλία Σπαθιών, Halkidiki",Παραλία Σπαθιών,39,35,Παραλία Σπαθιών,0,,40.170237,23.7208495
489,Παραλία Μικρό Καρύδι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Μικρό Καρύδι, Halkidiki",verified,"Παραλία Μικρό Καρύδι, Halkidiki",Παραλία Μικρό Καρύδι,25,35,Παραλία Μικρό Καρύδι,0,,40.1918567,23.8104797
490,Παραλία Καρύδι,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Καρύδι, Halkidiki",verified,"Παραλία Καρύδι, Halkidiki",Παραλία Καρύδι,46,35,Παραλία Καρύδι,0,,40.1934957,23.8082745
491,Παραλία Αζάπικο,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Αζάπικο, Halkidiki",verified,"Παραλία Αζάπικο, Halkidiki",Παραλία Αζάπικο,123,35,Παραλία Αζάπικο,0,,40.0103678,23.8627823
493,Παραλία Ανθέμου,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Ανθέμου, Halkidiki",verified,"Παραλία Ανθέμου, Halkidiki",Παραλία Ανθέμου,22,35,Παραλία Ανθέμου,0,,40.1463182,23.7333349
495,Παραλία Κουτλουμούση,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Κουτλουμούση, Halkidiki",verified,"Παραλία Κουτλουμούση, Halkidiki",Παραλία Κουτλουμούση,74,35,Παραλία Κουτλουμούση,0,,40.1738902,23.853239
499,Παραλία Φάβα,central-macedonia-halkidiki-mainland,Halkidiki (mainland),PASS,none,"Παραλία Φάβα, Halkidiki",verified,"Παραλία Φάβα, Halkidiki",Παραλία Φάβα,109,35,Παραλία Μάνου,164,,40.1846866,23.8195559
